RANK,PLAYER,RUSHING ATT,RUSHING YDS,RUSHING Y/A,RUSHING LG,RUSHING 20+,RUSHING TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,POS,IT,IT/G
1,Saquon Barkley (NYG),261,1307,5.0,78,16,11,91,121,721,7.9,4,0,16,385.8,24.1,98.1%,RB,382,23.875
2,Christian McCaffrey (CAR),219,1098,5.0,59,6,7,107,124,867,8.1,6,1,16,385.5,24.1,99.9%,RB,343,21.4375
3,Todd Gurley II (FA),256,1251,4.9,36,11,17,59,81,580,9.8,4,1,14,372.1,26.6,0.7%,RB,337,24.071428571428573
4,Alvin Kamara (NO),194,883,4.6,49,1,14,81,105,709,8.8,4,0,15,354.2,23.6,100.0%,RB,299,19.933333333333334
5,Ezekiel Elliott (DAL),304,1435,4.7,41,11,6,77,95,567,7.4,3,1,15,329.2,21.9,99.9%,RB,399,26.6
6,James Conner (ARI),215,973,4.5,30,9,12,55,71,497,9.0,1,2,13,280.0,21.5,94.8%,RB,286,22.0
7,James White (NE),94,425,4.5,27,5,5,87,123,751,8.6,7,0,16,276.6,17.3,9.4%,RB,217,13.5625
8,Melvin Gordon III (DEN),175,885,5.1,34,9,10,50,66,490,9.8,4,0,12,275.5,23.0,90.3%,RB,241,20.083333333333332
9,David Johnson (HOU),258,940,3.6,53,2,7,50,76,446,8.9,3,2,16,246.7,15.4,25.8%,RB,334,20.875
10,Joe Mixon (CIN),237,1168,4.9,51,11,8,43,55,296,6.9,1,0,14,243.4,17.4,99.7%,RB,292,20.857142857142858
11,Tarik Cohen (CHI),99,444,4.5,32,7,3,71,90,725,10.2,5,3,16,233.9,14.6,4.2%,RB,189,11.8125
12,Kareem Hunt (CLE),181,824,4.6,45,7,7,26,35,378,14.5,7,0,11,230.2,20.9,89.1%,RB,216,19.636363636363637
13,Phillip Lindsay (HOU),192,1037,5.4,65,8,9,35,47,241,6.9,1,0,15,222.8,14.9,10.8%,RB,239,15.933333333333334
14,Kenyan Drake (LV),120,535,4.5,54,4,4,53,73,477,9.0,5,1,16,206.2,12.9,67.1%,RB,193,12.0625
15,Chris Carson (SEA),247,1151,4.7,61,8,9,20,24,163,8.2,0,2,14,201.4,14.4,90.0%,RB,271,19.357142857142858
16,Derrick Henry (TEN),215,1059,4.9,99,4,12,15,18,99,6.6,0,1,16,201.3,12.6,86.5%,RB,233,14.5625
17,Nick Chubb (CLE),192,996,5.2,92,11,8,20,29,149,7.5,2,0,16,194.5,12.2,99.6%,RB,221,13.8125
18,Tevin Coleman (NYJ),167,800,4.8,65,8,4,32,44,276,8.6,5,0,16,193.6,12.1,3.0%,RB,211,13.1875
19,Adrian Peterson (TEN),251,1042,4.2,90,5,7,20,26,208,10.4,1,2,16,189.0,11.8,59.8%,RB,277,17.3125
20,Jordan Howard (PHI),250,935,3.7,42,5,9,20,27,145,7.3,0,1,16,180.0,11.3,43.1%,RB,277,17.3125
21,Marlon Mack (IND),195,908,4.7,49,7,9,17,26,103,6.1,1,2,12,178.1,14.8,3.0%,RB,221,18.416666666666668
22,T.J. Yeldon (FA),104,414,4.0,20,1,1,55,77,487,8.9,4,1,14,173.1,12.4,0.0%,RB,181,12.928571428571429
23,Lamar Miller (NO),210,973,4.6,97,6,5,25,35,163,6.5,1,1,14,172.6,12.3,0.0%,RB,245,17.5
24,Aaron Jones (GB),133,729,5.5,67,4,8,26,35,206,7.9,1,1,12,171.5,14.3,99.9%,RB,168,14.0
25,Austin Ekeler (LAC),106,554,5.2,41,4,3,39,53,404,10.4,3,1,14,168.8,12.1,99.9%,RB,159,11.357142857142858
26,Matt Breida (BUF),153,814,5.3,66,10,3,27,31,261,9.7,2,1,14,162.5,11.6,0.2%,RB,184,13.142857142857142
27,Nyheim Hines (IND),85,314,3.7,18,0,2,63,81,425,6.7,2,0,16,160.9,10.1,60.4%,RB,166,10.375
28,Dion Lewis (FA),155,517,3.3,36,2,1,59,67,400,6.8,1,1,16,160.7,10.0,2.0%,RB,222,13.875
29,Jalen Richard (LV),55,259,4.7,30,3,1,68,81,607,8.9,0,2,16,156.6,9.8,0.2%,RB,136,8.5
30,Dalvin Cook (MIN),133,615,4.6,70,4,2,40,49,305,7.6,2,2,11,152.0,13.8,100.0%,RB,182,16.545454545454547
31,Peyton Barber (LV),234,871,3.7,28,4,5,20,29,92,4.6,1,1,16,150.3,9.4,1.1%,RB,263,16.4375
32,Mark Ingram II (NO),138,645,4.7,38,3,6,21,27,170,8.1,1,1,12,142.5,11.9,68.0%,RB,165,13.75
33,Isaiah Crowell (FA),143,685,4.8,77,6,6,21,28,152,7.2,0,0,13,140.7,10.8,0.1%,RB,171,13.153846153846153
34,Kerryon Johnson (FA),118,641,5.4,71,6,3,32,39,213,6.7,1,1,10,139.4,13.9,0.1%,RB,157,15.7
35,Sony Michel (LAR),209,931,4.5,34,4,6,7,11,50,7.1,0,1,13,139.1,10.7,30.0%,RB,220,16.923076923076923
36,Mike Davis (ATL),112,514,4.6,37,2,4,34,42,214,6.3,1,0,15,136.8,9.1,70.9%,RB,154,10.266666666666667
37,Duke Johnson Jr. (MIA),40,201,5.0,23,1,0,47,62,429,9.1,3,0,16,132.0,8.3,0.1%,RB,102,6.375
38,Latavius Murray (BAL),140,578,4.1,38,6,6,22,26,141,6.4,0,0,16,131.9,8.2,26.1%,RB,166,10.375
39,LeSean McCoy (FA),161,514,3.2,28,3,3,34,46,238,7.0,0,0,14,127.2,9.1,2.0%,RB,207,14.785714285714286
40,Leonard Fournette (TB),133,439,3.3,25,2,5,22,26,185,8.4,1,0,8,120.4,15.1,96.7%,RB,159,19.875
41,Doug Martin (FA),172,723,4.2,29,2,4,18,24,116,6.4,0,3,16,119.9,7.5,0.0%,RB,196,12.25
42,Wendell Smallwood (WAS),87,364,4.2,15,0,3,28,35,230,8.2,2,1,16,117.4,7.3,0.0%,RB,122,7.625
43,Theo Riddick (LV),40,171,4.3,19,0,0,61,75,384,6.3,0,0,14,116.5,8.3,0.0%,RB,115,8.214285714285714
44,Jamaal Williams (DET),121,464,3.8,20,1,3,27,41,210,7.8,0,0,16,114.4,7.2,44.2%,RB,162,10.125
45,Alex Collins (SEA),114,411,3.6,19,0,7,15,21,105,7.0,1,3,10,108.6,10.9,42.0%,RB,135,13.5
46,Frank Gore (FA),156,722,4.6,39,5,0,12,16,124,10.3,1,0,14,102.6,7.3,12.1%,RB,172,12.285714285714286
47,Royce Freeman (HOU),130,521,4.0,24,2,5,14,20,72,5.1,0,1,14,101.3,7.2,0.9%,RB,150,10.714285714285714
48,Damien Williams (CHI),50,256,5.1,25,3,4,23,24,160,7.0,2,1,16,98.6,6.2,10.1%,RB,74,4.625
49,Carlos Hyde (JAC),172,571,3.3,22,1,5,10,16,33,3.3,0,1,14,98.4,7.0,19.2%,RB,188,13.428571428571429
50,Ito Smith (FA),90,315,3.5,18,0,4,27,32,152,5.6,0,0,14,97.7,7.0,0.0%,RB,122,8.714285714285714
51,Alfred Blue (FA),150,499,3.3,17,0,2,20,27,154,7.7,0,0,16,97.3,6.1,0.0%,RB,177,11.0625
52,Giovani Bernard (TB),56,211,3.8,23,2,3,35,48,218,6.2,0,0,12,95.9,8.0,8.6%,RB,104,8.666666666666666
53,Javorius Allen (FA),41,110,2.7,17,0,3,35,43,196,5.6,2,1,14,93.6,6.7,0.1%,RB,84,6.0
54,Chris Thompson (FA),43,178,4.1,16,0,0,41,55,268,6.5,1,0,10,91.6,9.2,0.0%,RB,98,9.8
55,Gus Edwards (BAL),137,718,5.2,43,4,2,2,2,20,10.0,0,0,11,89.8,8.2,10.8%,RB,139,12.636363636363637
56,Jaylen Samuels (HOU),56,256,4.6,25,1,0,26,29,199,7.7,3,0,14,87.8,6.3,0.1%,RB,85,6.071428571428571
57,Devontae Booker (NYG),34,183,5.4,26,1,1,38,51,275,7.2,0,1,16,87.8,5.5,66.2%,RB,85,5.3125
58,LeGarrette Blount (FA),154,418,2.7,27,2,5,10,15,67,6.7,0,1,16,86.5,5.4,0.1%,RB,169,10.5625
59,Elijah McGuire (KC),92,276,3.0,34,1,3,19,31,193,10.2,1,2,8,85.9,10.7,0.0%,RB,123,15.375
60,Jacquizz Rodgers (FA),33,106,3.2,20,1,1,38,45,304,8.0,0,1,16,83.0,5.2,0.0%,RB,78,4.875
61,Josh Adams (NO),120,511,4.3,29,4,3,7,13,58,8.3,0,1,16,81.9,5.1,0.0%,RB,133,8.3125
62,Corey Clement (DAL),68,259,3.8,32,2,2,22,25,192,8.7,0,0,11,81.1,7.4,0.1%,RB,93,8.454545454545455
63,Marshawn Lynch (FA),90,376,4.2,52,1,3,15,20,84,5.6,0,0,6,79.0,13.2,0.3%,RB,110,18.333333333333332
64,Spencer Ware (FA),51,246,4.8,34,2,2,20,23,224,11.2,0,0,13,79.0,6.1,0.0%,RB,74,5.6923076923076925
65,Chris Ivory (FA),115,385,3.3,21,2,1,13,21,206,15.8,0,0,13,78.1,6.0,0.0%,RB,136,10.461538461538462
66,Ty Montgomery (NO),41,188,4.6,16,0,1,25,40,235,9.4,0,1,13,71.2,5.5,0.1%,RB,81,6.230769230769231
67,Rashaad Penny (SEA),85,419,4.9,38,4,2,9,12,75,8.3,0,0,14,70.4,5.0,5.5%,RB,97,6.928571428571429
68,Alfred Morris (NYG),111,428,3.9,51,3,2,8,14,73,9.1,0,1,12,68.1,5.7,0.0%,RB,125,10.416666666666666
69,Kyle Juszczyk (SF),8,30,3.8,12,0,0,30,40,324,10.8,1,2,16,67.4,4.2,1.2%,RB,48,3.0
70,C.J. Anderson (FA),67,403,6.0,46,3,2,5,9,41,8.2,1,0,11,67.4,6.1,1.0%,RB,76,6.909090909090909
71,Chase Edmonds (ARI),60,208,3.5,29,2,2,20,23,103,5.2,0,0,16,63.1,3.9,84.1%,RB,83,5.1875
72,Kapri Bibbs (FA),21,103,4.9,15,0,3,16,23,115,7.2,1,0,12,61.8,5.2,0.1%,RB,44,3.6666666666666665
73,Justin Jackson (LAC),50,206,4.1,20,1,2,15,19,135,9.0,0,0,13,61.1,4.7,1.3%,RB,69,5.3076923076923075
74,Darren Sproles (FA),29,120,4.1,17,0,1,15,23,160,10.7,2,0,6,61.0,10.2,0.1%,RB,52,8.666666666666666
75,Bilal Powell (FA),80,343,4.3,38,2,0,11,18,110,10.0,1,1,7,60.3,8.6,0.0%,RB,98,14.0
76,Jordan Wilkins (JAC),60,336,5.6,53,1,1,16,17,85,5.3,0,2,16,60.1,3.8,0.0%,RB,77,4.8125
77,Zach Zenner (FA),55,265,4.8,29,1,3,7,10,56,8.0,0,0,8,57.1,7.1,0.0%,RB,65,8.125
78,Kenneth Dixon (FA),60,333,5.6,37,2,2,6,7,51,8.5,0,1,6,54.4,9.1,0.1%,RB,67,11.166666666666666
79,Rex Burkhead (HOU),57,186,3.3,12,0,0,14,20,131,9.4,1,1,8,49.7,6.2,0.9%,RB,77,9.625
80,Trenton Cannon (SF),38,113,3.0,21,1,1,17,25,144,8.5,0,0,16,48.7,3.0,0.1%,RB,63,3.9375
81,Wayne Gallman Jr. (ATL),51,176,3.5,9,0,1,14,22,89,6.4,0,1,15,44.5,3.0,0.8%,RB,73,4.866666666666666
82,Jeff Wilson Jr. (SF),66,266,4.0,18,0,0,12,15,98,8.2,0,2,6,44.4,7.4,14.7%,RB,81,13.5
83,Jay Ajayi (FA),45,184,4.1,20,1,3,5,6,20,4.0,0,1,4,43.4,10.9,7.0%,RB,51,12.75
84,James Develin (FA),6,8,1.3,2,0,4,12,18,61,5.1,0,0,16,42.9,2.7,0.0%,RB,24,1.5
85,Malcolm Brown (MIA),43,212,4.9,19,0,0,5,7,52,10.4,1,0,12,39.4,3.3,3.2%,RB,50,4.166666666666667
86,Raheem Mostert (SF),34,261,7.7,52,2,1,6,7,25,4.2,0,1,9,38.6,4.3,14.3%,RB,41,4.555555555555555
87,Marcus Murphy (FA),52,250,4.8,30,1,0,11,19,26,2.4,0,0,11,38.6,3.5,0.0%,RB,71,6.454545454545454
88,Kalen Ballage (PIT),36,191,5.3,75,1,1,9,11,56,6.2,0,1,12,37.7,3.1,0.3%,RB,47,3.9166666666666665
89,Rod Smith (FA),44,127,2.9,14,0,1,9,12,60,6.7,0,0,16,33.7,2.1,0.0%,RB,56,3.5
90,Brandon Bolden (NE),8,91,11.4,54,1,2,3,3,13,4.3,1,1,16,29.4,1.8,32.6%,RB,11,0.6875
91,Andy Janovich (CLE),2,5,2.5,3,0,0,8,10,112,14.0,1,0,16,25.7,1.6,0.1%,RB,12,0.75
92,Anthony Sherman (FA),1,2,2.0,2,0,0,8,9,96,12.0,1,0,16,23.8,1.5,0.0%,RB,10,0.625
93,Taquan Mizzell (NYG),9,16,1.8,7,0,0,8,10,78,9.8,1,0,9,23.4,2.6,0.0%,RB,19,2.111111111111111
94,Zach Line (FA),9,41,4.6,9,0,0,5,10,14,2.8,2,0,16,22.5,1.4,0.0%,RB,19,1.1875
95,Ronald Jones II (TB),23,44,1.9,9,0,1,7,9,33,4.7,0,0,9,20.7,2.3,20.9%,RB,32,3.5555555555555554
96,C.J. Ham (MIN),6,8,1.3,5,0,0,11,15,85,7.7,0,0,15,20.3,1.4,0.1%,RB,21,1.4
97,Corey Grant (FA),13,40,3.1,8,0,0,9,12,67,7.4,0,0,5,19.7,3.9,0.0%,RB,25,5.0
98,Dontrell Hilliard (TEN),0,0,0.0,0,0,0,9,10,105,11.7,0,0,11,17.5,1.6,0.1%,RB,10,0.9090909090909091
99,Cameron Artis-Payne (FA),19,69,3.6,15,0,1,3,4,15,5.0,0,0,9,17.4,1.9,0.0%,RB,23,2.5555555555555554
100,Darrel Williams (KC),13,44,3.4,8,0,0,3,3,27,9.0,1,0,6,16.1,2.7,85.2%,RB,16,2.6666666666666665
101,Brian Hill (CLE),20,157,7.9,60,3,0,1,2,9,9.0,0,1,10,15.6,1.6,0.2%,RB,22,2.2
102,Elijhaa Penny (NYG),7,25,3.6,8,0,0,8,9,50,6.3,0,0,14,15.5,1.1,0.1%,RB,16,1.1428571428571428
103,Dwayne Washington (NO),27,154,5.7,28,3,0,0,0,0,0.0,0,0,13,15.4,1.2,0.1%,RB,27,2.076923076923077
104,Alex Armah Jr. (NO),9,15,1.7,4,0,2,1,1,5,5.0,0,0,16,15.0,0.9,0.0%,RB,10,0.625
105,Stevan Ridley (FA),29,80,2.8,12,0,1,3,4,18,6.0,0,2,10,14.8,1.5,0.0%,RB,33,3.3
106,Devonta Freeman (BAL),14,68,4.9,20,2,0,5,7,23,4.6,0,0,2,14.1,7.1,50.9%,RB,21,10.5
107,Keith Ford (FA),21,79,3.8,11,0,0,3,5,21,7.0,0,0,2,13.0,6.5,0.1%,RB,26,13.0
108,Mark Walton (FA),14,34,2.4,10,0,0,5,8,41,8.2,0,0,14,12.5,0.9,2.0%,RB,22,1.5714285714285714
109,John Kelly (CLE),27,74,2.7,7,0,0,2,3,27,13.5,0,0,4,12.1,3.0,0.1%,RB,30,7.5
110,Charcandrick West (FA),2,-1,-0.5,1,0,0,2,3,37,18.5,1,0,3,11.6,3.9,0.0%,RB,5,1.6666666666666667
111,DeAndre Washington (FA),30,115,3.8,13,0,0,1,1,9,9.0,0,1,10,11.4,1.1,11.0%,RB,31,3.1
112,T.J. Logan (FA),2,2,1.0,5,0,0,7,7,37,5.3,0,0,10,10.9,1.1,0.0%,RB,9,0.9
113,D'Onta Foreman (TEN),7,-1,-0.1,2,0,0,2,2,28,14.0,1,0,1,10.7,10.7,2.3%,RB,9,9.0
114,Tommy Bohanon (BAL),1,0,0.0,0,0,0,6,9,41,6.8,0,0,16,10.1,0.6,0.0%,RB,10,0.625
115,Patrick DiMarco (FA),1,9,9.0,9,0,0,3,4,62,20.7,0,0,16,10.1,0.6,0.0%,RB,5,0.3125
116,Detrez Newsome (FA),11,49,4.5,16,0,0,2,2,19,9.5,0,0,9,8.8,1.0,0.0%,RB,13,1.4444444444444444
117,Kenjon Barner (FA),19,71,3.7,11,0,0,1,1,3,3.0,0,0,9,8.4,0.9,0.0%,RB,20,2.2222222222222223
118,Roosevelt Nix (FA),1,4,4.0,4,0,0,4,6,38,9.5,0,0,16,8.2,0.5,0.0%,RB,7,0.4375
119,Byron Marshall (FA),3,9,3.0,4,0,0,4,6,30,7.5,0,0,6,7.9,1.3,0.1%,RB,9,1.5
120,Keith Smith (ATL),1,0,0.0,0,0,0,5,7,23,4.6,0,0,16,7.3,0.5,0.0%,RB,8,0.5
121,Roc Thomas (FA),8,30,3.8,23,1,0,2,4,21,10.5,0,0,5,7.1,1.4,0.0%,RB,12,2.4
122,Ryan Hewitt (FA),0,0,0.0,0,0,0,1,2,1,1.0,1,0,12,7.1,0.6,0.0%,RB,2,0.16666666666666666
123,Mike Boone (DEN),11,47,4.3,20,1,0,2,3,1,0.5,0,0,8,6.8,0.9,0.1%,RB,14,1.75
124,Samaje Perine (CIN),8,32,4.0,11,0,0,3,4,5,1.7,0,0,5,6.7,1.3,7.6%,RB,12,2.4
125,Tyler Ervin (FA),0,0,0.0,0,0,0,3,4,35,11.7,0,0,9,6.5,0.7,0.0%,RB,4,0.4444444444444444
126,Shaun Wilson (FA),6,29,4.8,9,0,0,3,5,5,1.7,0,0,5,6.4,1.3,0.0%,RB,11,2.2
127,Tre Madden (FA),3,3,1.0,2,0,0,2,3,35,17.5,0,0,14,5.8,0.4,0.1%,RB,6,0.42857142857142855
128,C.J. Prosise (FA),1,-3,-3.0,0,0,0,3,3,22,7.3,0,0,5,4.9,1.0,0.0%,RB,4,0.8
129,Mike Gillislee (FA),16,43,2.7,5,0,0,1,1,9,9.0,0,1,4,4.2,1.1,0.0%,RB,17,4.25
130,De'Lance Turner (FA),1,4,4.0,4,0,0,2,2,17,8.5,0,0,4,4.1,1.0,0.1%,RB,3,0.75
131,Ricky Ortiz (FA),0,0,0.0,0,0,0,3,4,11,3.7,0,0,12,4.1,0.3,0.0%,RB,4,0.3333333333333333
132,Jeremy Hill (FA),4,25,6.3,11,0,0,1,1,6,6.0,0,0,1,4.1,4.1,0.0%,RB,5,5.0
133,Derrick Coleman (FA),2,3,1.5,2,0,0,2,3,17,8.5,0,0,16,4.0,0.3,0.1%,RB,5,0.3125
134,Benny Cunningham Jr. (FA),11,20,1.8,6,0,0,1,2,9,9.0,0,0,15,3.9,0.3,0.0%,RB,13,0.8666666666666667
135,Ameer Abdullah (CAR),1,1,1.0,1,0,0,3,4,28,9.3,0,1,10,3.9,0.4,0.2%,RB,5,0.5
136,David Williams (FA),8,36,4.5,15,0,0,0,0,0,0.0,0,0,6,3.6,0.6,0.0%,RB,8,1.3333333333333333
137,Jamaal Charles (FA),6,7,1.2,5,0,0,2,3,7,3.5,0,0,2,3.4,1.7,0.1%,RB,9,4.5
138,Jamize Olawale (DAL),0,0,0.0,0,0,0,2,4,13,6.5,0,0,16,3.3,0.2,0.0%,RB,4,0.25
139,Travaris Cadet (FA),11,17,1.5,5,0,0,1,1,5,5.0,0,0,1,3.2,3.2,0.0%,RB,12,12.0
140,Jeremy Langford (FA),9,25,2.8,7,0,0,0,0,0,0.0,0,0,1,2.5,2.5,0.0%,RB,9,9.0
141,Derek Watt (PIT),4,11,2.8,8,0,0,1,1,2,2.0,0,0,16,2.3,0.1,0.1%,RB,5,0.3125
142,Justin Davis (FA),2,19,9.5,19,0,0,0,0,0,0.0,0,0,11,1.9,0.2,0.0%,RB,2,0.18181818181818182
