RANK,PLAYER,REC,TGT,YDS,Y/R,LG,20+,TD,RUSHING ATT,RUSHING YDS,RUSHING TD,FL,G,FPTS,FPTS/G,ROST,POS
1,Larry Fitzgerald (FA),97,153,1092,11.3,34,0,13,0,0,0,0,16,284.2,17.8,0.2%,WR
2,DeSean Jackson (LV),62,116,1156,18.6,71,0,9,11,137,1,1,15,249.3,16.6,7.6%,WR
3,Ted Ginn Jr. (FA),38,78,454,11.9,53,0,1,7,48,0,0,16,94.2,5.9,0.0%,WR
4,Julian Edelman (FA),37,54,359,9.7,29,0,1,2,5,0,0,11,79.4,7.2,13.1%,WR
5,Matthew Slater (NE),0,0,0,0.0,0,0,0,1,6,0,0,14,0.6,0.0,0.0%,WR
6,Jeff Smith (NYJ),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
7,Tyron Johnson (JAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
8,Trinity Benson (DET),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
9,Jody Fortson (KC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
10,Penny Hart (SEA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
11,Kabion Ento (GB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
12,Trenton Irwin (CIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
13,John Ursua (SEA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
14,Scotty Miller (TB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,WR
15,Bisi Johnson (MIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
16,Darius Slayton (NYG),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,5.0%,WR
17,Quinton Bell (ATL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WR
18,Juwann Winfree (GB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
19,D.J. Montgomery (NYJ),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
20,Steven Sims Jr. (PIT),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
21,Jalen Guyton (LAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,WR
22,Jason Moore Jr. (LAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
23,Nsimba Webster (CHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
24,Alex Bachman (NYG),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
25,Malik Henry (NO),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
26,Deonte Harris (NO),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,11.4%,WR
27,Jayson Stanley (SEA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
28,Olamide Zaccheaus (ATL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.9%,WR
29,Malik Taylor (GB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WR
30,Alexander Hollins (CLE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
31,Andy Isabella (ARI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WR
32,Terry Godwin (JAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
33,Hunter Renfrow (LV),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,75.0%,WR
34,Collin Johnson (NYG),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WR
35,Deebo Samuel (SF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,98.2%,WR
36,J.J. Arcega-Whiteside (PHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WR
37,Hakeem Butler (PHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
38,Parris Campbell (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,5.3%,WR
39,Terry McLaurin (WAS),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,98.9%,WR
40,Ashton Dulin (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WR
41,Lil'Jordan Humphrey (NO),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
42,Miles Boykin (BAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WR
43,Bryan Edwards (LV),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,17.1%,WR
44,Tyler Johnson (TB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,6.3%,WR
45,Chase Claypool (PIT),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,85.8%,WR
46,Stanley Morgan Jr. (CIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
47,KeeSean Johnson (PHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
48,Diontae Johnson (PIT),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,96.9%,WR
49,Preston Williams (MIA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,WR
50,Antoine Wesley (ARI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,WR
51,Anthony Ratliff-Williams (SEA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
52,Jakobi Meyers (NE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,69.8%,WR
53,Mecole Hardman (KC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,41.2%,WR
54,Greg Dortch (ARI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
55,David Sills V (NYG),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
56,Cody Thompson (SEA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
57,Davion Davis (HOU),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
58,DeAndre Thompkins (GB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
59,Travis Fulgham (MIA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
60,Thomas Ives (CHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
61,Tom Kennedy (DET),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
62,Malcolm Perry (NE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
63,Darnell Mooney (CHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,45.9%,WR
64,Tylan Wallace (BAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WR
65,Amon-Ra St. Brown (DET),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,7.0%,WR
66,Rondale Moore (ARI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,26.0%,WR
67,Rashod Bateman (BAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,41.3%,WR
68,Jaylen Waddle (MIA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,88.6%,WR
69,Ja'Marr Chase (CIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,98.2%,WR
70,Isaiah Coulter (CHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
71,Kirk Merritt (MIA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
72,Nick Westbrook-Ikhine (TEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3%,WR
73,Cody White (PIT),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
74,Dezmon Patmon (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
75,Ja'Marcus Bradley (CLE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
76,Freddie Swain (SEA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4%,WR
77,Quez Watkins (PHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.7%,WR
78,K.J. Osborn (MIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,6.4%,WR
79,Aaron Parker (CAR),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
80,Chris Finke (KC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
81,Mason Kinsey (TEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
82,Lawrence Cager (CLE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
83,Trishton Jackson (MIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
84,Josh Pearson (TB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
85,DeMichael Harris (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
86,Matt Cole (CAR),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
87,JoJo Ward (CLE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
88,Chris Rowland (TEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
89,Jalen McCleskey (NO),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
90,Isaiah Zuber (CLE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
91,Travis Jonsen (DET),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
92,Derrick Dillon (NYG),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
93,Rysen John (NYG),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
94,Manasseh Bailey (NYJ),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
95,Kendall Hinton (DEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WR
96,Kristian Wilkerson (NE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
97,Tyler Simmons (PIT),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
98,Jaylon Moore (BAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
99,Tyrie Cleveland (DEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
100,Devin Duvernay (BAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,WR
101,KJ Hamler (DEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,WR
102,Brandon Aiyuk (SF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,72.9%,WR
103,Justin Jefferson (MIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,99.8%,WR
104,DeVonta Smith (PHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,86.9%,WR
105,Laviska Shenault Jr. (JAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,47.4%,WR
106,Jalen Reagor (PHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,16.8%,WR
107,Tee Higgins (CIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,90.4%,WR
108,CeeDee Lamb (DAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,99.5%,WR
109,Jerry Jeudy (DEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,86.6%,WR
110,Donovan Peoples-Jones (CLE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,23.3%,WR
111,Gunner Olszewski (NE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WR
112,Damion Willis (WAS),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
113,Marquise Brown (BAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,93.9%,WR
114,Michael Pittman Jr. (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,93.5%,WR
115,Aaron Fuller (SEA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
116,Stephen Sullivan (CAR),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
117,Easop Winston Jr. (NO),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
118,Binjimen Victor (BAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
119,Jauan Jennings (SF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
120,Lynn Bowden Jr. (MIA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WR
121,Juwan Johnson (NO),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.6%,WR
122,Quartney Davis (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
123,Tarik Black (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
124,Tyler Vaughns (PIT),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
125,Marquez Callaway (NO),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,36.8%,WR
126,Van Jefferson (LAR),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,46.6%,WR
127,John Hightower (PHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
128,Joe Reed (LAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
129,Kalija Lipscomb (TEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
130,Gabriel Davis (BUF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.4%,WR
131,Quintez Cephus (DET),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.9%,WR
132,Isaiah Hodgins (BUF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
133,James Proche II (BAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WR
134,Denzel Mims (NYJ),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,WR
135,Antonio Gandy-Golden (WAS),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
136,KJ Hill Jr. (LAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WR
137,Kelvin Harmon (WAS),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
138,N'Keal Harry (NE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,WR
139,Greg Ward (PHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WR
140,Cyril Grayson Jr. (TB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
141,Kendrick Bourne (NE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,5.1%,WR
142,Deante Burton (DAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
143,Marcell Ateman (LV),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
144,Christian Kirk (ARI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,65.3%,WR
145,D.J. Moore (CAR),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,97.9%,WR
146,Dante Pettis (NYG),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4%,WR
147,Deon Cain (PHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
148,Cedrick Wilson Jr. (DAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,WR
149,Tre'Quan Smith (NO),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.4%,WR
150,Michael Gallup (DAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,52.0%,WR
151,Calvin Ridley (ATL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,82.8%,WR
152,Anthony Miller (PIT),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3%,WR
153,James Washington (PIT),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.4%,WR
154,Courtland Sutton (DEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,90.4%,WR
155,Brandon Zylstra (CAR),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
156,River Cracraft (SF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
157,C.J. Board (NYG),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
158,JoJo Natson (CLE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
159,Jamal Agnew (JAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,8.6%,WR
160,Tanner Gentry (BUF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
161,Ryan Switzer (CLE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
162,Gehrig Dieter (KC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
163,Isaiah McKenzie (BUF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,WR
164,Isaac Whitney (ARI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
165,Zach Pascal (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,8.5%,WR
166,Keelan Cole Sr. (NYJ),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3%,WR
167,Marcus Kemp (KC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
168,Justin Hardee (NYJ),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
169,Jester Weah (CHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
170,D.K. Metcalf (SEA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,99.9%,WR
171,Caleb Scott (LV),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
172,Cam Sims (WAS),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WR
173,De'Mornay Pierson-El (DEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
174,Devin Ross (NE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
175,Rico Gafford (DEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
176,Jordan Veasy (HOU),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
177,Cameron Batson (TEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
178,Trent Sherfield (SF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WR
179,Keith Kirkwood (CAR),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
180,A.J. Brown (TEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,99.6%,WR
181,Aleva Hifo (ARI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
182,Shaq Roland (CHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
183,Malik Turner (DAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WR
184,KhaDarel Hodge (DET),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WR
185,Robert Foster (DAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
186,Dylan Cantrell (WAS),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
187,Damion Ratley (DAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
