#,Player,Pos,Team,AVG,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,TTL
139,Hunter Henry,TE,NE,8.6,16.6,17.2,3.7,9.1,0,1.7,4.7,5.8,13.9,5.1,-,0,3.5,19,19.6,,,,119.9
140,Taysom Hill,TE,NO,9.2,0.4,8.7,3.1,3.2,3,12.3,16.8,22.5,20.6,4.3,-,8.1,15.4,-,1.5,,,,119.9
141,-,DST,MIN,8.5,2,5,2,17,2,21,8,10,4,8,2,11,-,20,7,,,,119
142,Diontae Johnson,WR,PIT,11.9,7.8,-,-,-,-,-,12.9,16.5,22,2.7,3.6,9,13.3,14.7,16.2,,,,118.7
143,Mac Jones,QB,NE,10.8,25.1,14.7,13.3,2.7,0.4,6.9,20,13.2,12.1,8.3,-,1.6,-,-,-,,,,118.4
144,Rashid Shaheed,WR,NO,9.1,19,10.3,6,6.3,4.8,18.3,7.2,24.3,5.2,7.4,-,2.9,-,0,6.6,,,,118.3
145,Kyle Pitts,TE,ATL,8.4,6.4,3.5,8.7,4.1,15.7,14.3,7.7,6.5,9.6,6,-,4.2,9.1,14.7,6.7,,,,117.2
146,Nick Folk,K,TEN,8.4,18,10,4,11,12,10,-,4,11,6,2,7,9,8,5,,,,117
147,-,DST,NYJ,8.3,20,0,1,7,18,11,-,8,5,8,2,13,9,12,2,,,,116
147,-,DST,LV,8.3,3,-2,1,4,12,9,4,13,19,8,8,0,-,12,25,,,,116
147,Jahan Dotson,WR,WAS,8.3,9,5.2,4.1,12.7,6,0,9.3,24.8,16.9,0,11.3,10.2,4.3,-,2.2,,,,116
150,-,DST,PIT,8.2,4,26,11,-1,18,-,5,10,7,8,7,10,2,4,4,,,,115
150,Jason Sanders,K,MIA,8.2,14,6,10,2,8,6,6,7,2,-,11,12,10,9,12,,,,115
150,Wil Lutz,K,DEN,8.2,4,9,8,9,7,0,15,6,-,15,17,9,5,6,5,,,,115
150,Tyler Bass,K,BUF,8.2,13,8,15,14,2,2,5,6,4,2,17,12,-,8,7,,,,115
154,Josh Reynolds,WR,DET,8.8,12,23.6,-,9.9,17.6,8,6.3,0.3,-,3.5,2.1,9.5,2.2,13.4,6.1,,,,114.5
155,Kenny Pickett,QB,PIT,9.5,11.7,11.3,18.5,4.5,12.4,-,15.2,3.9,10.3,6.6,5.1,11.6,3.1,-,-,,,,114.2
156,Jake Moody,K,SF,8.1,14,14,12,5,6,5,7,5,-,10,9,7,6,4,10,,,,114
157,Tyjae Spears,RB,TEN,8.1,3.8,7.5,4.9,8.8,16.9,7.3,-,6.6,6.2,10,4.6,1.7,12.8,17.8,4.7,,,,113.6
158,Elijah Moore,WR,CLE,7.9,9.2,7.1,11.8,2,-,6.7,9.9,5,3.4,15.4,12,5.4,12.3,7.2,3.7,,,,111.1
159,Chase McLaughlin,K,TB,7.9,10,9,3,10,-,6,7,6,16,8,2,8,3,11,11,,,,110
160,Tee Higgins,WR,CIN,11,0,28.9,4.1,3.9,-,4,-,11.9,19,-,-,-,6.6,9.2,22.1,,,,109.7
161,Jerry Jeudy,WR,DEN,8.4,-,5.5,13.1,8.2,11,4.4,11.4,13,-,6.5,10.8,3.1,8.1,3.6,10.4,,,,109.1
162,Younghoe Koo,K,ATL,7.8,7,13,7,1,7,5,13,12,19,5,-,6,8,5,1,,,,109
162,Greg Zuerlein,K,NYJ,8.4,11,-,6,4,18,14,-,7,8,16,0,1,7,17,0,,,,109
164,Tutu Atwell,WR,LA,8.3,17.9,15.2,17.2,7.4,8.9,4,10.1,6.9,5.3,-,2.7,10.6,1.9,0,-,,,,108.1
165,AJ Dillon,RB,GB,8.3,5.6,7.3,3.3,1.1,13.6,-,11.5,10.2,5.3,9.1,10.1,11.1,9.7,9.8,-,,,,107.7
166,Will Levis,QB,TEN,13.4,-,-,-,-,-,-,-,26.6,9.7,7,12.5,7.1,11.5,17.6,15.5,,,,107.4
167,Matt Prater,K,ARI,7.6,12,9,13,4,2,11,5,5,0,18,6,0,8,-,14,,,,107
168,Cade Otton,TE,TB,7.6,3.9,10.1,2.6,10.3,-,2.5,9.3,8.7,23,3,8.9,8.5,0,9.6,6.4,,,,106.8
169,-,DST,CIN,7.6,7,6,11,5,16,12,-,9,6,6,2,5,3,11,7,,,,106
169,-,DST,KC,7.6,4,10,11,5,6,14,10,10,12,-,7,2,2,6,7,,,,106
171,Logan Thomas,TE,WAS,8.1,8.3,10.2,-,7.3,20.7,1.2,9.1,16.4,7.1,9,8.8,3.5,2,-,1.7,,,,105.3
172,Jonnu Smith,TE,ATL,7.5,0,8.7,8.7,15.5,10.7,13.6,5.7,2.3,21,1.1,-,0,3,6.7,8.1,,,,105.1
172,Dallas Goedert,TE,PHI,9.6,0,8.2,9.1,4.5,25.7,9.2,18.7,7.6,8,-,-,-,-,7,7.1,,,,105.1
174,Antonio Gibson,RB,WAS,8.1,0.9,8.3,3.4,3.6,10.4,8.6,5.1,9.2,12.6,16.5,-,6.7,11.2,-,8.5,,,,105
175,Chris Boswell,K,PIT,7.4,1,12,15,6,11,-,8,4,8,13,4,11,4,6,1,,,,104
176,Samaje Perine,RB,DEN,7.4,11.8,5.4,4.4,5.5,11.5,1.6,7.1,4.1,-,7.3,13.7,13.6,2.6,9.4,5.8,,,,103.8
177,Eddy Pineiro,K,CAR,7.4,5,13,11,9,6,3,-,10,8,7,5,6,4,7,9,,,,103
178,Tyler Conklin,TE,NYJ,7.3,1.2,10,5.6,9.8,10.7,5.4,-,0,12.6,14,3.8,7.3,6.5,9.7,5.8,,,,102.4
179,-,DST,CHI,7.3,0,2,0,1,10,10,17,1,0,7,9,14,-,14,17,,,,102
179,Cameron Dicker,K,LAC,7.3,12,10,4,6,-,5,7,16,11,9,8,4,6,1,3,,,,102
181,Christian Watson,WR,GB,11.3,-,-,-,10.5,11.6,-,5.7,6.3,4.7,4.3,10.2,20.4,27.6,-,-,,,,101.3
182,Jonathan Taylor,RB,IND,14.4,-,-,-,-,4.4,11.5,21,10.7,17.9,14.5,-,21.1,-,-,-,,,,101.1
183,-,DST,DEN,7.2,3,0,2,13,8,5,3,17,-,8,9,16,5,14,-2,,,,101
184,-,DST,SEA,7.1,1,13,3,30,-,6,8,10,1,5,4,8,0,6,5,,,,100
184,Anders Carlson,K,GB,7.1,10,6,4,8,7,-,5,4,8,7,5,6,11,11,8,,,,100
186,Kendrick Bourne,WR,NE,12.5,24.4,6.9,8.6,5.6,6.3,19.3,16.3,12.6,-,-,-,-,-,-,-,,,,100
187,Odell Beckham,WR,BAL,8.3,5.7,5.9,-,-,3.3,5.4,9.9,0,14.6,11,15.6,6.4,-,19.7,2.4,,,,99.9
188,Tyler Allgeier,RB,ATL,7.1,24.4,4.8,4.9,2.2,6,5.1,14.2,3.1,11,4.8,-,6.4,2.6,4,6.1,,,,99.6
189,-,DST,HOU,7.1,8,-1,13,12,4,10,-,7,0,8,8,2,10,5,13,,,,99
189,-,DST,TB,7.1,9,17,5,13,-,4,6,4,1,13,4,4,7,7,5,,,,99
191,Kareem Hunt,RB,CLE,8.2,-,-,5.5,1.2,-,16.1,15.1,13.7,9.8,9.2,6.7,2.2,5.8,10,3,,,,98.3
192,Greg Joseph,K,MIN,7,5,4,6,3,9,11,12,6,11,10,8,4,-,3,6,,,,98
192,-,DST,JAC,7,11,8,-4,20,5,12,9,11,-,1,7,4,3,6,5,,,,98
194,K.J. Osborn,WR,MIN,7.4,6.1,12.4,10.6,2.6,9.9,8.8,9.7,17.9,3.7,-,1.7,6.4,-,5.5,1.3,,,,96.6
195,Daniel Carlson,K,LV,6.9,5,5,4,5,5,13,7,2,14,14,8,5,-,0,9,,,,96
196,Wan'Dale Robinson,WR,NYG,7.9,-,-,6.1,9.7,6.9,14.2,3.2,1.7,13.5,2.6,6.7,6.6,-,17.5,6.5,,,,95.2
196,Darius Slayton,WR,NYG,6.8,4.5,9.2,6.2,4.3,5.5,10.9,3.2,0.9,9.9,5.1,18.2,3.6,-,3.4,10.3,,,,95.2
198,-,DST,LAC,6.8,0,5,8,14,-,8,4,9,27,-4,3,3,17,4,-3,,,,95
199,Jake Browning,QB,CIN,15.8,-0.1,-,-,-,-,-,-,-,-,-,10.7,13,26.7,24.7,20,,,,94.9
200,Tommy DeVito,QB,NYG,11.7,-,-,-,-,-,-,0,7.2,10.7,14.5,22.5,10.2,-,17.4,10.7,,,,93.3
201,Noah Brown,WR,HOU,11.6,4.9,-,-,-,-,5.7,-,8.7,27.3,24.2,-,-,0,0,22.2,,,,93
201,-,DST,GB,6.6,15,3,5,3,9,-,2,7,12,1,5,15,6,4,6,,,,93
203,Aidan O'Connell,QB,LV,11.6,-,-,-,10.8,-,-,6,-,8.4,9.4,12.1,13.9,-,6,25.9,,,,92.6
204,D'Onta Foreman,RB,CHI,10.1,4.4,-,-,-,-,7.7,33,4.6,8.3,17.2,7.4,-,-,9.2,-0.6,,,,91.2
205,-,DST,TEN,6.5,9,3,5,12,1,5,-,8,1,6,0,10,9,9,13,,,,91
206,Deshaun Watson,QB,CLE,15.1,21.7,12.6,21.2,-,-,-,-0.8,-,19,17.2,-,-,-,-,-,,,,90.8
207,Gerald Everett,TE,LAC,7.6,4.3,7.7,9,2.9,-,10.8,11.6,-,3.8,0,-,14.3,8.4,8.9,9.1,,,,90.8
208,Tyler Higbee,TE,LA,6.9,7.9,4.2,12.1,11.4,4,3.8,1.7,9.5,0,-,2.7,19.9,5.5,-,7.6,,,,90.3
209,Michael J. Thomas,WR,NO,9,11.1,12.5,11,9.3,10.5,9.5,13.2,10.8,0,1.9,-,-,-,-,-,,,,89.8
210,Joey Slye,K,WAS,6.4,8,11,5,7,8,6,1,9,8,10,8,5,1,-,2,,,,89
210,Ka'imi Fairbairn,K,HOU,9.9,9,8,13,12,15,8,-,1,6,-,-,-,-,-,17,,,,89
212,Kyler Murray,QB,ARI,17.7,-,-,-,-,-,-,-,-,-,18.3,22.7,20.4,11.8,-,15.3,,,,88.5
213,Darren Waller,TE,NYG,9.8,6.6,13.6,5,5.1,16.6,9.3,22.8,1.4,-,-,-,-,-,-,8,,,,88.4
214,Zach Charbonnet,RB,SEA,6.8,1.1,5,5.5,5,-,3.9,-,8.4,2.3,10.2,12.9,9.8,16.9,5.8,1.6,,,,88.4
215,-,DST,NYG,6.3,-1,-1,1,3,12,5,14,12,-1,0,23,12,-,8,1,,,,88
215,-,DST,PHI,6.3,13,7,12,5,5,6,10,2,7,-,6,4,-2,10,3,,,,88
217,Aaron Jones,RB,GB,10.9,26.7,-,-,2.4,-,-,8.7,8.6,17.9,9.4,2.7,-,-,-,10.9,,,,87.3
218,Joshua Palmer,WR,LAC,9.6,1.4,4.3,14.6,10.7,-,10,18.3,5.4,-,-,0,-,-,-,21.3,,,,86
219,Jaleel McLaughlin,RB,DEN,6.1,0.3,6.5,1.5,19.4,17.9,6.2,5.6,5.9,-,3.2,6.5,0.4,4.1,4.2,3.8,,,,85.5
220,Rondale Moore,WR,ARI,6.1,7.5,2.4,16.2,0,10.6,6.6,4.6,4.1,1.8,9.3,12.4,5.5,1.6,-,2.8,,,,85.4
221,Michael Gallup,WR,DAL,6.1,2,1.3,15.2,11,3.5,5.4,-,4,3.9,15,6.1,2.3,0,13.8,1.9,,,,85.4
222,-,DST,ATL,6.1,12,1,3,3,1,5,11,3,9,4,-,12,14,0,7,,,,85
222,Nick Westbrook-Ikhine,WR,TEN,6.5,9.8,11.5,-,16.1,1.9,5.5,-,10.3,3.3,1.9,1.7,8.1,3.8,6.8,4.3,,,,85
224,Dontayvion Wicks,WR,GB,6.5,0,12,8.5,0,2,-,3.4,4.8,6.9,8.1,12.1,-,7.3,4,15.7,,,,84.8
225,Jerick McKinnon,RB,KC,7,2,5.2,17.8,0.7,4.5,5,4.6,1.8,10.4,-,3.5,-,-,12.7,16.2,,,,84.4
226,Demario Douglas,WR,NE,7.7,8,1.9,3,6.5,3.4,-,11.4,7.9,10.5,14.4,-,10.9,-,-,6.3,,,,84.2
227,Riley Patterson,K,DET,6.5,3,7,8,10,6,8,0,17,-,12,3,0,9,1,-,,,,84
228,Michael Wilson,WR,ARI,8.4,3.9,8.6,10.6,26.6,2.8,9.2,5.6,9.8,-,6.4,-,-,-,-,0,,,,83.5
229,Chigoziem Okonkwo,TE,TEN,5.9,0,7.5,3.7,5.9,8.3,3.8,-,6.7,5.8,5.7,1.6,8.5,9.4,9.6,6.6,,,,83.1
230,Latavius Murray,RB,BUF,5.9,2.7,11.1,9.1,7.6,1.7,4.5,4.8,2.1,2,14.9,3.5,7.8,-,4,7.1,,,,82.9
231,Kalif Raymond,WR,DET,5.9,3,13.7,9.5,4.8,7.5,5.6,4,4.2,-,6.6,1.5,14.6,0.9,4.5,2.2,,,,82.6
232,-,DST,NE,5.8,6,5,9,3,1,2,5,5,8,6,-,12,7,5,7,,,,81
233,Jonathan Mingo,WR,CAR,6.2,3.7,5.6,5.1,-,9.8,4.1,-,10.2,1.5,5,1.6,10,12.9,4.2,7.2,,,,80.9
234,DJ Chark,WR,CAR,6.7,-,2.5,18.6,4.8,13.2,5.6,-,4.3,8.9,-,0,6.4,8.6,4.6,2.8,,,,80.3
235,Khalil Shakir,WR,BUF,6.2,-,8.1,1.5,0,2.1,2.3,7.5,15.2,9.7,3.4,20.5,7.7,-,2.2,0,,,,80.2
236,-,DST,DET,5.7,9,0,16,10,7,10,-2,12,-,-2,6,0,5,4,5,,,,80
237,Miles Sanders,RB,CAR,6.1,11.8,7.7,17.2,6.2,1.2,-,-,0,9.1,3,6.2,2.8,3.9,7.4,3.3,,,,79.8
238,Quentin Johnston,WR,LAC,5.6,2.9,1.7,3,2.8,-,0,3,10,3.6,13.4,4.1,1.7,10.2,12.1,10.3,,,,78.8
239,Rico Dowdle,RB,DAL,5.6,2.4,5.3,13.6,2.7,1.5,1.2,-,4.5,0.8,13.9,4,9.6,3.2,12.2,3.2,,,,78.1
240,Roschon Johnson,RB,CHI,6.4,17.5,6.2,6.9,2.5,1.9,-,-,6.1,2.5,7.2,3,12.5,-,0.6,10,,,,76.9
241,Alec Pierce,WR,IND,5.5,1.5,4.8,7.3,4.8,2,5.5,8.3,7.1,0,3.1,-,6.7,19,4.2,2.3,,,,76.6
242,Darnell Mooney,WR,CHI,5.9,15.3,-,0,9.1,0,6.8,7.4,5.4,13.2,3.4,3.4,2.6,-,6.4,3.4,,,,76.4
243,Brett Maher,K,FA,10.9,15,13,11,16,2,15,4,-,-,-,-,-,-,-,-,,,,76
244,Robert Woods,WR,HOU,6.3,11.7,13.4,6.4,5.6,6,7.6,-,-,-,2.5,9.4,6,0,0.8,6,,,,75.4
245,Nelson Agholor,WR,BAL,5.3,0,17.3,7.9,1.4,10.4,6,8.2,0,1.2,0,10.7,3.1,-,8.2,0,,,,74.4
246,Anthony Richardson,QB,IND,18.4,21.9,17.7,-,29.6,4.4,-,-,-,-,-,-,-,-,-,-,,,,73.7
247,Kenneth Gainwell,RB,PHI,5.7,11.4,-,5.8,6.1,3.4,2.7,7.6,5.6,9.3,-,1.5,5.6,9.7,2.8,2.1,,,,73.6
248,Luke Musgrave,TE,GB,7.3,8,4.5,10.9,1.1,9.4,-,7,2.9,14.1,8.4,6.8,-,-,-,-,,,,73.1
248,Jimmy Garoppolo,QB,LV,12.2,16.1,9.5,20.7,-,11.7,9.9,-,5.2,-,-,-,-,-,-,-,,,,73.1
250,Ty Chandler,RB,MIN,5.6,2.8,2.9,4.1,0,1.5,0,2.2,0,-,10.5,15,2.1,-,7.2,24.7,,,,73
251,Justice Hill,RB,BAL,5.6,12.9,8.3,-,3.3,12.5,6.5,5.8,9.5,4,0.7,1.7,3.1,-,2.2,2.3,,,,72.8
252,Michael Mayer,TE,LV,5.5,0,1.2,2,-,5.9,12.5,3.3,2.9,3.1,10.9,8.6,4.7,-,2.4,13.9,,,,71.4
253,Dameon Pierce,RB,HOU,6.5,6.7,5.5,14.9,11.8,9.2,3.4,-,4.6,-,-,-,2.8,10.1,1.7,0.3,,,,71
254,Justin Watson,WR,KC,5.4,6.5,7.2,7.1,1.5,7.6,0,-,6.2,3.5,-,16.3,7.3,0,2.8,4.1,,,,70.1
255,Keaton Mitchell,RB,BAL,10,-,-,-,-,-,-,1.9,-,20.4,13.6,5.1,10.9,-,7.2,10.8,,,,69.9
256,Tanner Hudson,TE,CIN,7.6,-,-,5,3.8,-,-,-,-,8.5,9.3,8.9,5.8,7.5,10.1,9.9,,,,68.8
257,Trey Palmer,WR,TB,4.9,8.8,3,1.8,8.6,-,6.7,1.5,5.2,8.1,4.1,6.8,5.7,4.5,1.8,1.5,,,,68.1
258,Zay Jones,WR,JAC,8.4,16.5,0,-,-,11.3,-,-,-,-,-,6,2,12.8,7.9,10.9,,,,67.4
259,Khalil Herbert,RB,CHI,7.4,11.4,6.8,3.5,22.2,7.6,-,-,-,-,-,6.1,5.8,-,0.8,2.2,,,,66.4
260,Donald Parham,TE,LAC,5.1,11.2,1.7,14.4,0,-,3.9,1.9,14.3,0,3.8,9.7,0,3.2,2.1,-,,,,66.2
261,Pat Freiermuth,TE,PIT,7.3,7.3,1.2,13.1,3.7,-,-,-,-,-,-,1.7,21,5.9,6.8,4.6,,,,65.3
262,-,DST,LA,4.6,6,0,5,4,3,10,2,1,9,-,5,5,7,2,6,,,,65
262,Chad Ryland,K,NE,4.6,2,6,10,3,0,6,12,5,6,6,-,1,0,3,5,,,,65
264,Rashod Bateman,WR,BAL,5,6.5,4.8,1.6,-,1.8,3.5,5.6,7.2,5.8,4.5,8,4.1,-,4.4,6.9,,,,64.7
265,Noah Gray,TE,KC,4.6,6.1,6.8,1.9,10.4,4.1,3.5,1.8,4.5,6.4,-,0,6,7.2,0,5.7,,,,64.4
266,Isaiah Likely,TE,BAL,4.5,1.4,1.8,3,0,0,0,0,2,8.2,1.5,0,8,-,19.3,18,,,,63.2
267,Daniel Jones,QB,NYG,10.5,6.5,31.7,5,10.7,7.2,-,-,-,1.9,-,-,-,-,-,-,,,,63
268,Noah Fant,TE,SEA,4.8,-,9.6,8.1,8.3,-,1.9,3.5,5.2,0,2.6,1.4,4.5,7.3,5.5,4.6,,,,62.5
269,Joshua Kelley,RB,LAC,4.4,15.1,3.9,2.7,6.5,-,1.4,13.5,2.1,3.2,1.6,1.3,3.4,4.5,0.6,1.8,,,,61.6
270,Jameson Williams,WR,DET,6.2,-,-,-,-,2.2,13.3,0,3.6,-,3.8,12.4,7.1,10,0.4,8.7,,,,61.5
271,JuJu Smith-Schuster,WR,NE,5.5,7.3,7.8,1.5,2.4,3.6,-,-,7.3,11.1,1.9,-,3,2.1,13,-,,,,61
271,-,DST,CAR,4.4,4,7,0,13,-2,4,-,8,4,7,0,2,3,3,8,,,,61
273,Marvin Mims,WR,DEN,4.3,2.9,20.3,16.6,6.7,-0.6,0,-1.1,1,-,-0.3,3.2,5.5,2.3,3.1,1.1,,,,60.7
274,Clyde Edwards-Helaire,RB,KC,4.6,3.9,3.7,12.7,2.3,0.4,2.6,0.5,0.4,-,-,2,0.5,2.4,8.8,20.1,,,,60.3
275,Allen Lazard,WR,NYJ,4.6,6.6,4.3,6.9,15.1,6.3,1.8,-,7.5,3.8,2.7,0,-,0,0,5.1,,,,60.1
276,-,DST,ARI,4.3,19,4,5,-3,4,5,9,3,1,3,10,-2,6,-,-4,,,,60
276,-,DST,WAS,4.3,11,10,1,8,-1,10,9,2,3,0,9,-4,-4,-,6,,,,60
278,Emari Demercado,RB,ARI,5.9,-,2.5,0.2,5.4,12.7,2.7,11.5,8.9,-,-,-,1.5,0,-,14,,,,59.4
279,Tyson Bagent,QB,CHI,11.9,-,-,-,-,-,6.7,12.9,13.2,18.8,7.7,-,-,-,-,-,,,,59.3
280,Joe Flacco,QB,CLE,19.5,-,-,-,-,-,-,-,-,-,-,-,-,17.2,21.3,19.9,,,,58.4
281,DeVante Parker,WR,NE,5.8,-,11.7,3.9,5.3,4,1.7,1.8,2.4,-,-,-,7.2,10.4,-,9.4,,,,57.8
282,Brandon Powell,WR,MIN,4.1,0,-2,1.5,0,9.2,4.9,10.9,2.2,9.5,7.5,6.2,7.7,-,0,0,,,,57.6
283,KaVontae Turpin,WR,DAL,4.4,10.5,2.5,0,6.1,9.6,0,-,2.3,7.5,-,4.3,10.4,2,2.2,0,,,,57.4
284,Ryan Tannehill,QB,TEN,9.5,5.4,21,4.2,13.7,10.8,2,-,-,-,-,-,-,-,-,-,,,,57.1
285,Chris Moore,WR,TEN,4,0,5.9,6.1,5.4,0,1.6,-,0,3.9,4.1,9.7,7.2,2.2,3.2,6.9,,,,56.2
285,Kylen Granson,TE,IND,4.7,7.9,10.6,2.9,4.4,3.5,9.7,-,-,0,1.5,-,0,10.4,3.7,1.6,,,,56.2
287,Lucas Havrisik,K,LA,8,-,-,-,-,-,-,-,7,5,-,5,7,11,13,8,,,,56
288,Adam Trautman,TE,DEN,4,8.4,0,0,0,12.6,1.4,1.5,0,-,3.5,5.3,7.8,1.6,9.9,3.4,,,,55.4
289,Marquez Valdes-Scantling,WR,KC,3.9,6.8,3.3,4.7,1.6,2.2,0,17.4,2.7,4.2,-,0,0.9,4.5,4.2,2.7,,,,55.2
290,Allen Robinson,WR,PIT,3.9,11.4,3.2,6.4,1.8,7.9,-,1.7,0,2,0,5,2.1,4.9,3.1,4.9,,,,54.4
291,Demarcus Robinson,WR,LA,9,-,-,-,-,-,-,-,-,2.5,-,4.4,3.3,15.5,13.6,14.7,,,,54
292,Skyy Moore,WR,KC,3.8,0.4,16,8.2,1.9,3.1,4.2,3.5,1.8,5.3,-,1.4,6.4,1.5,0,0,,,,53.7
293,Mitch Trubisky,QB,PIT,10.7,-,-,-,0.7,-,-,-,9.3,-,-,-,-,7.2,21.6,14.9,,,,53.7
294,Jalin Hyatt,WR,NYG,4.1,0,10.9,-,3,0,5.1,9.5,0,3.9,0,1.7,15.9,-,3.3,0,,,,53.3
295,Juwan Johnson,TE,NO,5.3,6.6,3.3,3.2,-,-,-,-,1.5,13.9,1.2,-,8.5,0,3,11.8,,,,53
295,Kadarius Toney,WR,KC,4.1,1,8.8,0.9,4.2,7.7,9.4,2.3,1.1,2.8,-,4.6,-,0.6,7.1,2.5,,,,53
297,Braxton Berrios,WR,MIA,4,7.2,4.8,5.3,17.4,3.3,4,1.7,2.8,0,-,-,0,0,3.3,2.2,,,,52
298,Jake Bobo,WR,SEA,4,-,1.3,7.5,0,-,6.3,16.1,10.6,0,3.3,1.8,1.6,1.9,0,1.4,,,,51.8
299,Zach Ertz,TE,FA,7.4,8.1,11.6,2.6,11.3,9,4.2,4.9,-,-,-,-,-,-,-,-,,,,51.7
300,Tucker Kraft,TE,GB,4.7,-,-,-,2.5,0,-,0,0,0,1.6,5.2,9.5,6.7,10.4,15.7,,,,51.6